firstName,middleName,lastName,socialSecurityNumber,dateOfBirth,postalAddress,phoneNumber,hireDate
Xochitl,Enid,Hagerman,603692749,March 2 1980,9457 Twiggs Lane BELLVILLE Texas 93464,681887320,July 25 2002
Diedra,Hortensia,Mungo,535624228,January 28 1986,4215 Kuykendall Road  Texas 50674,653806040,January 13 2013
Holly,Lester,Scholz,949729500,April 16 1952,211 Village Drive   Texas 67009,945952818,November 13 1994
Frances,Tawnya,Margason,121037684,February 5 1959,1692 Gebhardt Road SEALY Texas 75440,285860250,September 12 2008
Val,Tobi,Tulk,866444143,March 16 1971,   Texas 70956,122734205,November 14 2012
Maryellen,Amalia,Lanning,829765242,June 14 1970,0 Nelsonville Church Road  Texas 72173,181257536,November 2 2008
Palmer,Wilma,Danns,858448468,February 20 1982,   Texas 68347,394374973,August 25 1995
Kathryn,Etta,Jeff,665735352,December 14 1970,516 Acres Lane SEALY Texas 46480,362140623,March 10 2012
Oscar,Alfonso,Gennarelli,939208025,March 24 1963,0 Briar Ridge Drive BELLVILLE Texas 46448,705053343,July 13 2005
Antonio,Minta,Tamburrelli,313788703,June 11 1974,0 10th Avenue  Texas 33064,441895903,April 3 1996
Leena,Karmen,Swieca,332723719,January 31 1973,7825 Goeke Road  Texas 95940,915127212,October 31 1994
Tommy,Londa,Burgan,347366178,June 7 1979,926 East 1st Street BELLVILLE Texas 72198,982213724,November 6 1993
Columbus,Chuck,Balckburn,607546608,February 17 1980,0 Fm 2754 Road @ New Wehdem  Texas 16975,859625269,May 3 2008
Sherrill,Daryl,Solhjem,750845686,January 7 1981,2067 Meadows Circle SEALY Texas 60036,819276143,July 2 2010
Cinthia,Nathanial,Kuti,710317096,May 26 1977,0 West Hacienda BELLVILLE Texas 13205,219018102,August 7 1998
Fredricka,Filomena,Dyll,347255249,July 31 1994,   Texas 48678,805769192,March 14 1997
Marianne,Aisha,Declercq,984501495,June 16 1972,429 Meinecke Street BELLVILLE Texas 34115,172236511,October 11 2008
Moon,Yang,Heinl,404252369,October 20 1997,6445 Shelby Road  Texas 51690,625432376,October 6 2006
Maricela,Lavette,Cerruto,216999898,February 26 1959,1032 East 2nd Street BELLVILLE Texas 59584,131802843,June 25 1994
Kam,Erich,Krygier,389529591,May 4 1962,0 Mixville Road (Off Of) SEALY Texas 40533,271624098,April 20 1991
Angelika,Hillary,Goodine,243105159,October 4 1966,525 Hillcrest Road BELLVILLE Texas 33013,612708091,October 3 2014
Karyl,Bradley,Mckeithen,318312886,July 29 1970,3954 Broken Spoke Lane BELLVILLE Texas 91806,140995858,December 3 2007
Treva,Waylon,Char,737124968,August 11 1973,0 Dickerson Street SEALY Texas 30973,212745936,September 30 2014
Starla,Maria,Belflower,385927221,August 14 1991,0 Mieth Road  Texas 11276,338862855,May 16 1989
Many,Lea,Eastin,610999251,March 10 1992,1418 Tower Road SEALY Texas 77288,558280694,March 26 1999
Shelba,Oma,Mcdaneld,586519445,July 29 1967,12222 Kenney Highway BRENHAM Texas 80154,371211113,April 15 2007
Sanjuanita,Aleshia,Sieczkowski,261550220,January 1 1982,104 Briar Circle SEALY Texas 27939,220199879,June 15 2009
Jesenia,Savanna,Kozikowski,962391137,January 11 1969,0 Center Hill Road  Texas 91129,767396796,September 18 1995
Pablo,Margrett,Zirkind,434626470,November 19 1983,6507 Brockstein Road SEALY Texas 13856,427832781,August 13 2009
Joy,Babette,Swiller,507883352,November 8 1971,   Texas 95336,231323791,October 23 2011
Rafael,Thalia,Oneal,283320899,December 24 1976,11989 Fm 109 INDUSTRY Texas 11484,200100444,October 30 2002
George,Latanya,Govoni,916688371,August 23 1973,0 Blezinger Road  Texas 57952,512012703,September 18 2005
Allison,Roseann,Asner,970562377,August 28 1984,0 Fm 949  Texas 24360,592724711,November 23 1986
Marlon,In,Wingerson,234592498,March 1 1997,17677 Tranquil Lane CAT SPRING Texas 25785,457723994,September 12 1988
Lilli,Shanon,Pagnozzi,522552391,May 13 1964,6329 Southeast I-10 Frontage Road SEALY Texas 12398,896032686,June 9 1985
Barbera,Rebbeca,Beloff,682173005,January 17 1986,111 Meadow Drive BELLVILLE Texas 38435,322826832,January 26 2005
Tom,Vivian,Bellefontaine,658524036,January 2 1965,7157 Hillboldt Road SEALY Texas 42240,651253106,February 28 1987
Pablo,Ignacio,Gasner,488506494,May 3 1969,0 Hay Road (Off Of) BELLVILLE Texas 98901,121013836,June 15 2003
Laquanda,Donnetta,Turchi,169866604,July 26 1992,409 Birch Street WALLIS Texas 41174,824150580,November 12 2010
Richard,Penelope,Lilleberg,820566284,January 15 1984,0 Viereck Road @ Steck Bottom Road  Texas 25389,410784536,March 4 2001
Estrella,Jutta,Fishell,474441967,February 25 1982,345 Shupak Road BELLVILLE Texas 66535,646765830,July 17 2004
Toby,Antionette,Scowden,370192656,October 28 1981,6007 Dubose Street WALLIS Texas 54321,593828104,March 14 1990
Sona,Parthenia,Weisbecker,742518965,October 27 1954,4549 Sealy Road  Texas 61090,222737544,July 9 1999
Chery,Joellen,Aucoin,936255364,November 29 1963,0 Highway 36 South (Off Of) WALLIS Texas 32859,149442038,October 26 2000
Millie,Wesley,Azar,952703150,February 3 1994,   Texas 15231,774430163,September 3 2011
Nelida,Ollie,Frauenkron,302272455,January 19 1997,0 Palm Road  Texas 45535,699772411,October 10 1999
Lan,Gaylene,Vierling,649014045,April 8 1977,5498 Hurtig Road   Texas 57411,374573575,October 2 2004
Myrle,John,Oliveria,496116772,September 28 1963,0 Steck Bottom Road (Off Of  Texas 93798,843740671,November 13 1988
Desire,Shanon,Tuczynski,204271366,April 21 1979,   Texas 62372,158461960,October 10 2010
Adriana,Edythe,Ladue,738788676,June 9 1968,18215 Hinkel Road CAT SPRING Texas 34453,640252886,January 21 2001
Edmundo,Hue,Niedbalec,956542705,August 22 1986,3704 Northeast I-10 Frontage Road SEALY Texas 60631,610528788,October 3 1997
Shaunte,Felecia,Pollnow,452248936,September 18 1976,17541 Tranquil Lane CAT SPRING Texas 15325,102830737,July 26 1992
Gregory,Lois,Tavaris,141863021,September 14 1981,   Texas 44279,190316494,February 7 1995
Micah,Dione,Strayhand,534121175,December 14 1978,0 Highway 36 North BELLVILLE Texas 46132,663256922,October 30 1991
Asha,Robbie,Talamante,350983550,June 26 1975,659 Raccoon Bend Road BELLVILLE Texas 51413,534932090,January 17 2012
Gertude,Eula,Heileman,600252466,August 24 1966,1288 Koy Road BELLVILLE Texas 54007,407225534,March 12 1990
Franklyn,Janay,Pitzen,554705330,March 25 1965,   Texas 30985,298906456,March 11 1998
Keren,Merilyn,Yonan,398669342,September 8 1957,13760 Turnbow Road  Texas 25633,302304807,September 14 2003
Thersa,Adell,Bernabe,571497234,April 9 1959,3554 Fm 949 SEALY Texas 79249,867267723,November 3 1986
Jefferson,Shayla,Pinard,262825682,September 18 1953,   Texas 58207,960662812,September 2 1999
Alva,Lanell,Fornaro,353625106,August 10 1995,1637 Orange Hill Road SEALY Texas 39509,476355469,May 5 1991
Annita,Lou,Fulsom,374086622,September 2 1966,0 Wesley Church Lane   Texas 35944,674826503,September 4 2013
Soila,Ardella,Schranz,690901778,December 3 1952,609 Westview Terrace Circle SEALY Texas 45936,570630978,April 17 2003
Marylee,Lizabeth,Hickinbotham,467446643,June 3 1997,0 Ripple Lane NEW ULM Texas 96382,664024691,September 28 1999
Iona,Terrilyn,Stiehl,832315170,November 5 1972,0 Newberg Road  Texas 55707,907110603,May 23 2010
Cythia,Albertina,Draughon,638293343,August 31 1982,0 Buechmann Road NEW ULM Texas 65058,187129021,January 27 2005
Elissa,Coretta,Pierre,499052365,August 3 1953,2010 Highway 36 South SEALY Texas 38728,735128656,May 15 2007
Tami,Francesco,Didonatis,387791983,December 11 1965,5579 Goldfinch Road  Texas 79175,442513793,January 9 1995
Pearlie,Dina,Dobson,862597401,April 8 1970,1101 South Masonic Street BELLVILLE Texas 61352,144430055,December 2 2015
Hee,Amee,Abruzzo,199810844,July 14 1952,6319 Highway 36 SEALY Texas 71636,747904199,January 25 2007
Zana,Shin,Rigali,629359389,November 7 1965,2083 Angel Cove Lane SEALY Texas 86471,204038595,January 8 2008
Paulene,Tashina,Windisch,141296771,February 2 1972,12683 Schwanbeck Road CAT SPRING Texas 89348,998006424,December 5 2004
Lily,Ebonie,Kempe,260349359,July 5 1972,13178 Fm 1094 CAT SPRING Texas 22579,746327325,September 5 2014
Ada,Morris,Maedke,262151111,July 22 1972,6007 Gresham Street WALLIS Texas 52205,143887062,July 11 1997
Claire,Morgan,Mccaman,548363535,September 22 1972,11462 Tottenham Road  Texas 45151,472046360,December 6 1997
Laureen,Thanh,Mccadden,379888460,September 10 1961,0 Hill Street  Texas 46965,546101420,February 15 2008
Winter,Anh,Brakeman,524483877,April 13 1974,309 West Main Street SEALY Texas 75098,922995469,February 16 2007
Jae,Karan,Choate,632062362,August 26 1976,0 Highway 159 West (Off Of) BELLVILLE Texas 98543,379810293,July 26 2014
Bethel,Jody,Chaskey,204947003,March 29 1955,   Texas 57141,148256561,September 9 2015
Lang,Darwin,Gushwa,277431905,April 20 1955,10430 Pless Road CAT SPRING Texas 97789,831855439,January 8 2009
Elvia,Simona,Corpe,863969068,February 23 1972,885 North Fowlkes Street SEALY Texas 90487,459551242,November 20 2016
Len,Andrea,Koroch,510373133,January 30 1957,2224 Green Meadows Drive SEALY Texas 11842,930210363,May 26 1986
Gaynelle,Joshua,Mchorse,709294646,December 1 1976,520 Cardinal Lane BELLVILLE Texas 30885,761929441,January 27 1986
Carlyn,Akilah,Mundhenk,805801216,September 2 1954,0 Lesikar Lane  Texas 20606,799543770,May 18 1996
Raquel,Ai,Boateng,387348311,July 24 1958,835 East Main Street BELLVILLE Texas 16453,761629952,November 24 1992
Sharron,Anthony,Kochanski,140992779,June 14 1964,412 4th Street SEALY Texas 20270,392925784,August 26 1995
Eulalia,Tyler,Koslow,882129775,January 24 1954,408 East Glenn Street BELLVILLE Texas 55023,296022904,December 17 1993
Rudy,Verdell,Zeledon,701748564,July 6 1958,   Texas 54109,120007897,May 4 2002
So,Gita,Dasgupta,335567897,September 26 1996,2178 Witte Road BELLVILLE Texas 22288,626928939,September 24 2012
Adrianna,Norene,Lindenberg,202318754,January 19 1969,1411 Highway 90 West SEALY Texas 48888,173288723,March 9 1994
Robbyn,Cornelius,Oats,782033776,December 8 1966,   Texas 82784,362624008,May 9 2016
Darell,Roxy,Miyashita,258868339,February 25 1996,653 Nelson Street SEALY Texas 16122,854248667,May 9 2007
Lilla,Rocco,Kaska,992142308,October 11 1955,318 East Hilburn Street BELLVILLE Texas 18684,273238262,March 8 2008
Gregg,Markus,Sung,705866547,April 20 1989,0 Lynn Road  Texas 25295,264045624,May 23 1994
Dana,Francene,Montrose,882819157,November 4 1963,12245 Svoboda Road  Texas 99093,285232275,January 14 2015
Sirena,Magali,Sutor,432959327,February 27 1984,3806 Highway 36 North BELLVILLE Texas 27205,953897337,April 6 1986
Taneka,Joetta,Wardhaugh,104785195,April 17 1989,722 South Bell Street BELLVILLE Texas 28753,152814169,April 21 1989
Shira,Dorthey,Stclair,619380293,October 2 1955,1604 Fm 2502 BELLVILLE Texas 51043,818953183,November 7 2007
Jolanda,Claudine,Lacomb,233961058,February 28 1982,0 Front Street NEW ULM Texas 64062,825611915,March 25 1998
Nelda,Jeramy,Kruel,724966621,October 14 1986,5438 Colony Drive   Texas 77231,968043312,November 21 1989
Spring,Doyle,Sweigard,799606277,January 23 1968,1953 Hillview Road   Texas 44455,954142030,March 8 2007
Carley,Julee,Swayzer,655997904,June 22 1978,9516 Fm 1456 BELLVILLE Texas 67718,247781031,February 8 2010
Hugh,Silvana,Oliveres,995001672,June 14 1983,0 West Hacienda Road (Off Of) BELLVILLE Texas 42515,187558199,December 23 1995
Latoyia,Benjamin,Misiaszek,403438431,July 27 1972,0 Bernard Road NEW ULM Texas 37148,741620754,September 3 1995
Jackie,Shaun,Blowe,962822373,October 3 1953,1345 East 7th Street BELLVILLE Texas 39675,435201957,September 4 2016
Cornelius,Eunice,Ohler,267236416,April 12 1962,   Texas 27565,987112546,September 24 1996
Altha,Ezra,Mcclaney,389628152,July 31 1989,0 Warner Road BELLVILLE Texas 39798,846427880,November 12 1993
Sirena,Dannie,Mccumiskey,148062360,June 26 1973,1643 Pheasant Lane SEALY Texas 49070,853154072,August 24 2008
Thea,Rosetta,Coleson,605653381,October 11 1994,792 Bader Road BELLVILLE Texas 77913,747291501,March 1 2012
Willis,Lyla,Cubbage,845629413,April 25 1978,0 Fm 1457  Texas 31801,724870287,May 16 2015
Ricki,Viki,Shepler,576783877,August 20 1960,1720 Eagle Lake Road SEALY Texas 39482,191661459,March 19 1990
Clorinda,Kirstie,Tinson,437349113,May 16 1973,109 East Thaemer Street BELLVILLE Texas 95834,949134093,January 18 2009
Laurene,Arielle,Atha,215671576,February 18 1969,3413 Skull Creek Road FAYETTEVILLE Texas 98972,295276572,December 17 1999
Janina,Gaynelle,Amistoso,382789567,December 29 1997,10596 Pless Road   Texas 15112,976903229,January 21 1989
Wanetta,Gwyn,Golding,484708620,December 12 1967,0 Oak Road  Texas 68540,829780256,June 10 2004
Audrie,Romeo,Jerowski,766911064,March 19 1974,0 Highway 159 West BELLVILLE Texas 16467,288645332,December 24 2005
Corrine,Merrie,Silkwood,132345309,January 5 1974,3087 Ford Lane SEALY Texas 75135,838832951,July 30 2012
Sabra,Xavier,Missey,140486658,August 29 1980,4061 Glaeser Road BELLVILLE Texas 62454,431257244,June 28 1988
Penni,Morgan,Pullian,599213089,May 25 1969,2501 Coshatte Road BELLVILLE Texas 50318,177468988,October 24 2007
Allene,Luann,Kutsch,270036565,July 4 1971,   Texas 96380,715086807,November 24 1999
Illa,Octavia,Sivilay,965866021,February 9 1981,408 Briar Creek Lane SEALY Texas 13112,169807062,November 7 2000
Kiersten,Stepanie,Handerson,876021383,July 18 1960,0 Spiess Road  Texas 34035,389911444,November 27 1997
Asley,Venice,Streeton,939778667,April 17 1977,14374 Fm 109  Texas 14958,678359232,March 3 1989
Dyan,Jeffie,Violante,819389976,April 15 1971,727 Houston Avenue CAT SPRING Texas 50779,621926828,July 12 1985
Loriann,Lorie,Gehman,206569617,March 24 1975,609 Columbus Road SEALY Texas 63504,903266262,November 4 2015
Wilbur,Janell,Gowins,518743252,December 13 1997,0 Nelsonville Church Road @ Kamas  Texas 26313,848797159,May 11 2009
Jaymie,Melida,Hellickson,196232983,July 21 1996,0 Centerhill Road BELLVILLE Texas 41052,303007757,December 28 2006
Tena,Jessenia,Terinoni,217671276,February 6 1964,646 West Hacienda Road BELLVILLE Texas 96539,676404590,March 24 1987
Trina,Stephine,Carrera,247361627,October 30 1971,0 Tomlinson Road (Off Of)  Texas 94718,994125300,August 14 2014
Eugene,Donetta,Sprunk,822000888,July 30 1994,102 Westview Drive SEALY Texas 61025,864827420,January 25 1989
Angelo,Susan,Mccrosky,434787579,August 28 1962,3150 South Fm 331 SEALY Texas 61018,139317418,December 6 2003
Theresa,Genny,Dunphe,435948153,February 6 1976,0 2nd Street SEALY Texas 91827,208939278,March 6 2002
Elana,Lorean,Dause,763527723,April 25 1979,0 Highway 36 South (Off Of) WALLIS Texas 83110,737426842,March 27 2016
Margot,Lauren,Garvie,914130598,November 30 1977,4949 Highway 36 North BELLVILLE Texas 60553,863449039,April 16 2009
Armand,Rosy,Louise,415133636,October 14 1966,0 Fm 109  Texas 36180,350277937,January 23 1997
Eloise,Lakeesha,Goto,931126958,September 20 1951,0 Northwest I-10 Frontage Road SEALY Texas 33908,266729951,March 28 2007
Johana,Zandra,Piccirilli,363158854,January 3 1983,   Texas 95662,528420557,February 4 1994
Ena,Onita,Connerly,743279520,May 11 1954,   Texas 96511,441890665,November 17 2004
Anne,Pinkie,Nafziger,590077208,September 5 1954,920 Zettel Road BELLVILLE Texas 95632,467406705,July 25 2007
Reita,Bernardine,Antone,568658419,November 23 1976,   Texas 93950,467627102,August 9 1999
Melita,Stephan,Deister,437143197,February 11 1975,6512 Fm 2502   Texas 45760,348526528,May 21 2009
Kiana,Rickie,Bohne,553926849,October 28 1988,0 Klopsteck Road (Off Of) SEALY Texas 49097,221813880,June 3 2008
Danille,Emanuel,Bitzel,285855353,January 31 1993,0 North Fm 2429  (Off Of)  Texas 15818,301649730,July 13 2014
Althea,Gilbert,Swary,993077456,May 7 1958,0 Fm 2754 BRENHAM Texas 93206,774829574,November 16 1988
Robby,Zada,Lerew,700274557,November 26 1957,401 Sikes Road BELLVILLE Texas 16510,905085217,February 19 2001
Catherine,Julissa,Tabios,547907557,November 28 1967,0 Milton Road (Off Of) SEALY Texas 67708,900486166,February 24 1989
Brenna,Tynisha,Ariza,784809899,August 21 1955,0 Coshatte Road BELLVILLE Texas 55245,988756090,January 2 2001
Ruby,Laquita,Alvelo,127355369,December 15 1952,18263 Fm 1094 NEW ULM Texas 47689,744307932,April 2 2008
Don,Anisha,Becklin,124499472,March 9 1964,5538 Fm 529 BELLVILLE Texas 59682,686487603,January 5 1999
Ileen,Palma,Hingston,369559451,January 5 1955,371 Gebhardt Road SEALY Texas 28353,841878355,April 20 2003
Waldo,Nelida,Vandusen,252505566,November 19 1960,1670 Cemetery Road BELLVILLE Texas 30965,343268271,March 20 2006
Khalilah,Pearle,Housten,342297054,April 3 1983,614 Dabney Road BRENHAM Texas 88381,575078327,July 31 1987
Esperanza,Karol,Porterfield,421673122,July 19 1982,1237 Kurt Road  Texas 21629,899845685,July 25 2007
Marine,Juan,Wikins,713306270,June 6 1995,9510 Fm 949  Texas 50714,138250299,August 18 2014
Robbie,Jae,Puffett,968664338,November 18 1963,0 Mixville Road @ Eveline R  Texas 70323,574274887,July 27 2000
Carin,Lisa,Beker,319343978,August 25 1992,9457 Fm 1456 BELLVILLE Texas 51149,917548296,April 25 1997
Sherlene,Verlie,Orielly,536416616,April 23 1992,   Texas 80506,235804377,November 16 2010
Dorian,Lidia,Lueker,282555374,June 20 1966,142 North Holland Street BELLVILLE Texas 37145,658823076,July 29 1990
Raul,Dagmar,Lambiase,335448326,May 17 1970,2655 Settlers Way Drive SEALY Texas 33077,516951004,December 7 1988
Ruthe,Barbera,Eatherly,634148493,December 13 1975,0 Rocky Road  Texas 24843,667128895,September 1 2002
Janette,Santos,Mushero,359766045,August 21 1985,3146 Highway 36 North BELLVILLE Texas 41816,654413287,September 26 2002
Alex,Lissette,Hamp,131230132,June 16 1955,748 Main Street SEALY Texas 57555,385046364,August 10 1997
Numbers,Zina,Chikko,847658359,October 8 1976,0 Old Columbus Road South SEALY Texas 15198,756665246,February 13 2007
Reatha,Sibyl,Tune,214163155,June 26 1971,25375 Bernard Road NEW ULM Texas 87537,289154731,September 20 2013
Shayna,Dannie,Stiegemeier,171276210,August 23 1982,0 Kamas Road BRENHAM Texas 21612,907166831,March 22 1997
Adaline,Evette,Attebery,293573936,January 26 1957,7736 Goeke Road   Texas 17970,111755045,March 17 2000
Elliot,Bart,Lashomb,417325548,June 15 1968,4721 Brewer Road SEALY Texas 16677,467061741,May 2 1997
Deloras,Mario,Karcz,171243134,July 30 1994,3840 Campo Santos Street SAN FELIPE Texas 69573,186876743,July 18 1986
Caterina,Sueann,Reefer,761089604,December 8 1980,1586 Industry Road INDUSTRY Texas 28767,903389226,October 11 2016
Nakia,Jeanine,Rickford,454053453,July 6 1956,0 Hwy36  Texas 96571,270168684,November 9 2006
Nancey,Amparo,Bibles,249958625,January 8 1987,0 Goebel Street   Texas 61235,250028939,September 22 1990
Oda,Carisa,Meer,179888601,January 10 1952,0 Fm 1094  Texas 87914,436889714,December 5 2010
Elicia,Vivienne,Walraven,374204054,August 11 1993,1529 Manak Road  Texas 39432,894080565,April 25 1999
Charles,Clarice,Filbrardt,927255935,December 1 1958,3507 Quail Circle  Texas 39243,202223392,May 13 2013
Josue,Duncan,Wasmund,371369670,February 5 1971,4189 Fm 949 SEALY Texas 16198,853846090,January 8 2000
Dovie,Brooke,Sensing,163257597,December 27 1975,0 Fm 109 NEW ULM Texas 69397,475829425,November 4 1991
Shawn,Lazaro,Kipfer,756769830,March 24 1951,5847 Fm 1457 ROUND TOP Texas 48225,583158110,January 7 2005
