firstName,middleName,lastName,socialSecurityNumber,dateOfBirth,postalAddress,phoneNumber,hireDate
Dolores,Sonia,Alagna,641339624,January 5 1987,5614 Demel Street WALLIS Texas 85498,794397078,September 28 1985
Shiloh,Rosena,Blackshear,585438685,May 21 1987,514 Cedar Street WALLIS Texas 61189,599328376,September 3 2001
Tran,Karisa,Hoerner,569368213,January 16 1960,904 Eagle Lake Road SEALY Texas 16250,779661387,April 3 1988
Justin,Gaynelle,Gundert,749175477,November 24 1956,9281 Southwest I-10 Frontage Road SEALY Texas 92896,859106288,September 29 2000
Kenya,Sun,Paulauskis,964984677,August 11 1989,0 Ferry Road BELLVILLE Texas 75217,117337059,August 4 2002
Ginette,Hae,Lenza,273132759,September 5 1955,0 5563 Palacios Street SAN FELIPE Texas 44748,743137821,April 27 1998
Aubrey,Kaye,Gemmell,337151675,August 11 1950,   Texas 94167,909612320,October 2 1985
Myesha,Pablo,Bristo,402379020,May 20 1993,0 10th Avenue  Texas 44538,100834957,December 21 1998
Sang,Velvet,Wellenstein,557777963,May 4 1953,12753 Hahn Road SEALY Texas 18980,438624419,November 10 1988
Faustina,Brice,Shofestall,424785719,June 26 1979,0 Bernard Road  Texas 89450,137930686,April 30 1995
Muriel,Shayne,Yusuf,480130045,June 13 1977,   Texas 31806,109790246,February 18 1985
Mirella,Rosalind,Rinaldis,253803763,November 5 1955,4544 Neumann Road  Texas 42966,784630036,May 16 1997
Shavonne,Henry,Hysom,479644023,May 27 1969,10292 Fm 949 CAT SPRING Texas 14206,362899282,September 10 1996
Sal,Louetta,Chudzinski,227637643,April 5 1950,4062 Northeast I-10 Frontage Road  Texas 18914,449003851,June 15 2016
Brian,Lecia,Kiper,413328897,December 24 1969,0 Avenue F   Texas 27609,802190117,August 16 1990
Debbi,Davina,Cianciulli,660032006,December 6 1997,913 Meyer Street SEALY Texas 34323,648138143,March 5 1989
Judson,Lavon,Blanchett,407672174,March 17 1974,0 East Ueckert Road (Off Of) BELLVILLE Texas 56768,376376514,June 30 1993
Les,Serena,Hrapski,148021823,February 14 1959,24932 Squirrel Road NEW ULM Texas 26175,313122652,December 21 2015
Marylin,Delores,Cofran,217104882,December 18 1969,3469 Highway 36 South SEALY Texas 55731,877847699,March 6 1999
Abbie,Kasey,Stoudymire,613423541,March 18 1965,952 South Masonic Street BELLVILLE Texas 94759,546015581,March 19 1992
Lilla,Ada,Slark,975049664,July 9 1979,846 Pyka Road SEALY Texas 11872,921278877,December 9 2011
Marcie,Lilia,Burnside,712420486,July 10 1964,488 Kenney Hall Road   Texas 79935,573418919,August 18 2002
Wendolyn,Kina,Delfs,958946689,July 25 1974,0 Highway 159 West (Off Of) BELLVILLE Texas 50724,604577870,July 31 2014
Salina,Kathrin,Hendee,230873832,May 22 1968,   Texas 40988,515381670,October 21 1991
Kamala,Myrle,Ledwell,848193736,December 9 1951,881 High Oaks Drive BELLVILLE Texas 16295,278075594,July 15 2005
Bernardo,Cody,Wonser,111209545,July 19 1991,1305 Bob White Trail SEALY Texas 45963,235350552,September 1 1988
Chrissy,Jaymie,Brinius,400610631,May 14 1983,0 Fm 1458  Texas 98267,734441971,November 5 2014
